key_resp.keys,key_resp.corr,key_resp.rt,present_segment.thisRepN,present_segment.thisTrialN,present_segment.thisN,present_segment.thisIndex,present_segment.ran,pictures,answer,clock,segment,participant,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,compare_segment.thisRepN,compare_segment.thisTrialN,compare_segment.thisN,compare_segment.thisIndex,compare_segment.ran,item_a,item_b,clock_conditions.thisRepN,clock_conditions.thisTrialN,clock_conditions.thisN,clock_conditions.thisIndex,clock_conditions.ran,present,compare
0.0,1.0,2.092795,0.0,0.0,0.0,0.0,1.0,insole_11s.jpg,0.0,Blue.png,1.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.814545,0.0,1.0,1.0,1.0,1.0,tupperware_09s.jpg,0.0,Purple.png,1.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.80501,0.0,2.0,2.0,2.0,1.0,tupperware_09s.jpg,0.0,Red.png,1.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.232105,0.0,3.0,3.0,3.0,1.0,fox_13s.jpg,0.0,Orange.png,1.0,117,,,,,,,,,,,,,,,,,
1.0,1.0,1.178255,0.0,4.0,4.0,4.0,1.0,tupperware_09s.jpg,1.0,Yellow.png,1.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.849765,0.0,5.0,5.0,5.0,1.0,lavender_10s.jpg,0.0,Green.png,1.0,117,,,,,,,,,,,,,,,,,
1.0,1.0,1.26549,0.0,6.0,6.0,6.0,1.0,tupperware_09s.jpg,1.0,Blue.png,2.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.415495,0.0,7.0,7.0,7.0,1.0,poinsettia_04s.jpg,0.0,Purple.png,2.0,117,,,,,,,,,,,,,,,,,
,0.0,,0.0,8.0,8.0,8.0,1.0,margarita_03s.jpg,0.0,Red.png,2.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.09715,0.0,9.0,9.0,9.0,1.0,toothpaste_12s.jpg,0.0,Orange.png,2.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.312085,0.0,10.0,10.0,10.0,1.0,ladder_15s.jpg,0.0,Yellow.png,2.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.18304,0.0,11.0,11.0,11.0,1.0,pocketknife_12s.jpg,0.0,Green.png,2.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.157705,0.0,12.0,12.0,12.0,1.0,spoon02a.jpg,0.0,Blue.png,3.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.38563,0.0,13.0,13.0,13.0,1.0,mango_09s.jpg,0.0,Purple.png,3.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.800725,0.0,14.0,14.0,14.0,1.0,chalice_10s.jpg,0.0,Red.png,3.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.01152,0.0,15.0,15.0,15.0,1.0,pocketknife_12s.jpg,0.0,Orange.png,3.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.10606,0.0,16.0,16.0,16.0,1.0,abacus_12s.jpg,0.0,Yellow.png,3.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.52516,0.0,17.0,17.0,17.0,1.0,abacus_12s.jpg,0.0,Green.png,3.0,117,,,,,,,,,,,,,,,,,
1.0,1.0,1.60079,0.0,18.0,18.0,18.0,1.0,abacus_12s.jpg,1.0,Blue.png,4.0,117,,,,,,,,,,,,,,,,,
1.0,1.0,1.079425,0.0,19.0,19.0,19.0,1.0,abacus_12s.jpg,1.0,Purple.png,4.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.949295,0.0,20.0,20.0,20.0,1.0,sushi_08s.jpg,0.0,Red.png,4.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.74437,0.0,21.0,21.0,21.0,1.0,funnel_01b.jpg,0.0,Orange.png,4.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.82718,0.0,22.0,22.0,22.0,1.0,rooster_03s.jpg,0.0,Yellow.png,4.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.57717,0.0,23.0,23.0,23.0,1.0,ukulele_02s.jpg,0.0,Green.png,4.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.305185,0.0,24.0,24.0,24.0,1.0,pocketknife_12s.jpg,0.0,Blue.png,5.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,0.747535,0.0,25.0,25.0,25.0,1.0,pocketknife_12s.jpg,0.0,Purple.png,5.0,117,,,,,,,,,,,,,,,,,
1.0,1.0,0.994945,0.0,26.0,26.0,26.0,1.0,pocketknife_12s.jpg,1.0,Red.png,5.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.84049,0.0,27.0,27.0,27.0,1.0,stapler_01b.jpg,0.0,Orange.png,5.0,117,,,,,,,,,,,,,,,,,
,0.0,,0.0,28.0,28.0,28.0,1.0,birthday_cake_09s.jpg,0.0,Yellow.png,5.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.33538,0.0,29.0,29.0,29.0,1.0,meatball_13s.jpg,0.0,Green.png,5.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.737965,0.0,30.0,30.0,30.0,1.0,cape_11s.jpg,0.0,Blue.png,6.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.44295,0.0,31.0,31.0,31.0,1.0,cape_11s.jpg,0.0,Purple.png,6.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.721555,0.0,32.0,32.0,32.0,1.0,lizard_10n.jpg,0.0,Red.png,6.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.92389,0.0,33.0,33.0,33.0,1.0,refrigerator_07s.jpg,0.0,Orange.png,6.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,1.02799,0.0,34.0,34.0,34.0,1.0,refrigerator_07s.jpg,0.0,Yellow.png,6.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,1.46957,0.0,35.0,35.0,35.0,1.0,touchpad_11s.jpg,0.0,Green.png,6.0,117,,,,,,,,,,,,,,,,,
,,,,,,,,,1.0,,,117,1.0,1.0,2.550685,0.0,0.0,0.0,0.0,1.0,lavender_10s.jpg,margarita_03s.jpg,,,,,,,
,,,,,,,,,1.0,,,117,0.0,0.0,1.84172,0.0,1.0,1.0,1.0,1.0,toothpaste_12s.jpg,spoon02a.jpg,,,,,,,
,,,,,,,,,1.0,,,117,0.0,0.0,1.256605,0.0,2.0,2.0,2.0,1.0,ladder_15s.jpg,mango_09s.jpg,,,,,,,
,,,,,,,,,0.0,,,117,1.0,0.0,1.858835,0.0,3.0,3.0,3.0,1.0,fox_13s.jpg,insole_11s.jpg,,,,,,,
,,,,,,,,,0.0,,,117,0.0,1.0,1.39088,0.0,4.0,4.0,4.0,1.0,ukulele_02s.jpg,sushi_08s.jpg,,,,,,,
,,,,,,,,,0.0,,,117,0.0,1.0,1.664495,0.0,5.0,5.0,5.0,1.0,touchpad_11s.jpg,lizard_10n.jpg,,,,,,,
,,,,,,,,,,,,117,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,new2backpresent_1_2.xlsx,new2back_compare_task_1_2.xlsx
0.0,1.0,2.07804,0.0,0.0,0.0,0.0,1.0,juicer2_06s.jpg,0.0,Blue.png,1.0,117,,,,,,,,,,,,,,,,,
1.0,0.0,0.617905,0.0,1.0,1.0,1.0,1.0,juicer2_06s.jpg,0.0,Purple.png,1.0,117,,,,,,,,,,,,,,,,,
0.0,1.0,0.605265,0.0,2.0,2.0,2.0,1.0,tambourine_06s.jpg,0.0,Red.png,1.0,117,,,,,,,,,,,,,,,,,
