subject,unpredictable_boundary_rt,unpredictable_nonboundary_rt,unpredictable_second_item_rt,predictable_boundary_rt,predictable_nonboundary_rt,predictable_second_item_rt
sub-0,1.0083956944444443,0.957590166666667,0.8857047222222222,1.0029034285714284,0.9533003670886073,1.0188205714285712
sub-10,0.9580084722222223,0.7836655586592178,0.771455138888889,0.916751527777778,0.8031464683544302,0.7343269444444444
sub-11,0.7991819444444445,0.7039023055555554,0.6470913888888888,0.6953255555555554,0.6962504292929291,0.6363140277777779
sub-12,1.1158072222222222,1.0266593539325841,0.9900783333333335,0.8728208333333334,0.9787618020304574,0.9039013888888885
sub-13,1.0147787500000003,0.8230149444444446,0.7457759722222222,0.7970425000000001,0.799245707070707,0.7056234722222221
sub-14,1.4509022857142855,1.313698184357542,1.3573684285714283,1.190719722222222,1.2499127423469378,1.1114493055555557
sub-15,0.9942375,0.8626343611111114,0.9213874999999998,0.7859975000000001,0.8654321755725182,0.9494341428571429
sub-16,1.4487647058823527,1.518228571428571,1.5189142857142857,1.644342857142857,1.5890548302872078,1.6429722222222223
sub-18,0.706757142857143,0.6156268156424581,0.5495028571428571,0.7293333333333334,0.6373641221374043,0.6052277777777776
sub-19,1.1691195833333332,1.0164438333333334,1.0121754166666668,1.0889518055555552,0.9414539367088601,0.8384598611111111
sub-1,0.9689733333333336,0.8503367777777784,0.815274861111111,1.0826904285714285,0.8850246717171717,0.916092777777778
sub-20,2.2579377272727275,2.269956169590644,2.2747475714285716,2.3005779166666667,2.2803240494791686,2.3072555555555554
sub-21,0.7124719444444442,0.7526822191011235,0.7386524285714284,0.77130375,0.7400070356234096,0.7803633333333333
